Müsteri ID;Ya?;Cinsiyet;Medeni Durum;Istihdam Durumu;Meslek;Gelir;Mevcut Borclar;Kredi Skoru;Odeme Gecmisi;Kredi Turleri;Basvuru Miktari;Onay Durumu;Aylik Harcamalar;Is Yerinde Kalma Süresi;Yasad??? Bolge;Ev Sahipligi;Sigorta Durumu;Aile Uyeleri ve Bagimlilar;Finansal Danismanlik Hizmeti Kullanimi;Kredi Talep Tipi
MUST-760207;41;kadin;bekar;Tam Zamanli;Web Gelistirici;70.000 TL;?300.000 - ?1.000.000+;300-500 (dusuk);91-120 Gun Gecikme;Konut Kredisi;Yuksek;reddedildi;?15.000 - ?30.000+;3-5 Y?l;Trabzon;ev sahibi;Sigortali;0;Kullaniyor;?lk Basvuru
MUST-346674;37;erkek;bekar;Yar? Zamanli;Kendi isini Yapan (Girisimci);70.000 TL;?100.000 - ?1.000.000+;300-500 (dusuk);120 Gun ve uzeri Gecikme;Ticari Kredi;Yuksek;reddedildi;?10.000 - ?25.000+;1-3 Y?l;Adana;kira;Sigortasiz;0;Kullaniyor;Yeniden Yapilandirma
MUST-268001;43;kadin;evli;Yar? Zamanli;Pazarlama Muduru;80.000 TL;?300.000 - ?1.000.000+;501-650 (orta);31-60 Gun Gecikme;Konut Kredisi;Yuksek;inceleniyor;?15.000 - ?30.000+;0-1 Y?l;Trabzon;kira;Sigortasiz;3;Kullaniyor Degil;Ek Kredi Talebi
MUST-575120;37;kadin;evli;Tam Zamanli;Proje Yoneticisi;50.000 TL;?10.000 - ?50.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;Kredi Karti;Orta;reddedildi;?500 - ?3.000;1-3 Y?l;Mersin;kira;Sigortasiz;3;Kullaniyor;Yeniden Yapilandirma
MUST-886112;44;erkek;evli;Yar? Zamanli;Sosyal Medya Yöneticisi;50.000 TL;?100.000 - ?1.000.000+;501-650 (orta);31-60 Gun Gecikme;Ticari Kredi;Yuksek;inceleniyor;?10.000 - ?25.000+;1-3 Y?l;Kayseri;kira;Sigortasiz;4;Kullaniyor Degil;?lk Basvuru
MUST-619561;49;erkek;evli;Yar? Zamanli;Urun yoneticisi;60.000 TL;?50.000 - ?300.000;751-850 (Mukemmel);1-30 Gun Gecikme;Tasit Kredisi;Orta;onaylandi;?5.000 - ?15.000;10 Y?l ve Üzeri;Ankara;ev sahibi;Sigortali;1;Kullaniyor;Yeniden Yapilandirma
MUST-189548;42;erkek;evli;Yar? Zamanli;Hekim (Doktor);90.000 TL;?10.000 - ?50.000;501-650 (orta);31-60 Gun Gecikme;Kredi Karti;Orta;inceleniyor;?500 - ?3.000;5-10 Y?l;Antalya;kira;Sigortasiz;1;Kullaniyor Degil;Yeniden Yapilandirma
MUST-849792;49;erkek;bekar;Yar? Zamanli;Proje Yoneticisi;80.000 TL;?20.000 - ?100.000;751-850 (Mukemmel);Hic Gecikme;Egitim Kredisi;Orta;onaylandi;?2.000 - ?7.000;0-1 Y?l;Antalya;ev sahibi;Sigortasiz;0;Kullaniyor;Yeniden Yapilandirma
MUST-213104;41;erkek;evli;Yar? Zamanli;Yazilim Geli?tirici;80.000 TL;?10.000 - ?50.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;Kredi Karti;Orta;reddedildi;?500 - ?3.000;1-3 Y?l;Konya;ev sahibi;Sigortali;5;Kullaniyor;Yeniden Yapilandirma
MUST-315838;44;erkek;evli;Tam Zamanli;Hekim (Doktor);50.000 TL;?10.000 - ?50.000;751-850 (Mukemmel);1-30 Gun Gecikme;Kredi Karti;Orta;onaylandi;?500 - ?3.000;0-1 Y?l;Kayseri;kira;Sigortasiz;4;Kullaniyor;?lk Basvuru
MUST-422578;38;erkek;bekar;Tam Zamanli;ic Mimar;60.000 TL;?20.000 - ?100.000;751-850 (Mukemmel);1-30 Gun Gecikme;Egitim Kredisi;Orta;onaylandi;?2.000 - ?7.000;0-1 Y?l;Trabzon;ev sahibi;Sigortasiz;0;Kullaniyor;Ek Kredi Talebi
MUST-522803;49;erkek;bekar;Tam Zamanli;Sosyal Medya Yöneticisi;50.000 TL;?10.000 - ?50.000;300-500 (dusuk);91-120 Gun Gecikme;Kredi Karti;Orta;reddedildi;?500 - ?3.000;3-5 Y?l;Kayseri;kira;Sigortali;0;Kullaniyor Degil;?lk Basvuru
MUST-593388;40;kadin;bekar;Yar? Zamanli;Pazarlama Uzman?;80.000 TL;?300.000 - ?1.000.000+;751-850 (Mukemmel);Hic Gecikme;Konut Kredisi;Yuksek;onaylandi;?15.000 - ?30.000+;1-3 Y?l;Manisa;kira;Sigortali;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-723983;47;kadin;evli;Tam Zamanli;Urun yoneticisi;80.000 TL;?100.000 - ?1.000.000+;501-650 (orta);61-90 Gun Gecikme;Ticari Kredi;Yuksek;inceleniyor;?10.000 - ?25.000+;5-10 Y?l;Gaziantep;ev sahibi;Sigortali;5;Kullaniyor;?lk Basvuru
MUST-398680;44;kadin;bekar;Yar? Zamanli;Urun yoneticisi;80.000 TL;?300.000 - ?1.000.000+;501-650 (orta);61-90 Gun Gecikme;Konut Kredisi;Yuksek;inceleniyor;?15.000 - ?30.000+;1-3 Y?l;Mersin;ev sahibi;Sigortasiz;0;Kullaniyor Degil;Ek Kredi Talebi
MUST-968311;45;erkek;bekar;Tam Zamanli;Web Gelistirici;50.000 TL;?10.000 - ?50.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;Kredi Karti;Orta;reddedildi;?500 - ?3.000;5-10 Y?l;Kayseri;ev sahibi;Sigortasiz;0;Kullaniyor Degil;Ek Kredi Talebi
MUST-108683;38;kadin;bekar;Tam Zamanli;Egitmen/Koc (Kisisel Gelisim Kocu);90.000 TL;?20.000 - ?100.000;751-850 (Mukemmel);Hic Gecikme;Egitim Kredisi;Orta;onaylandi;?2.000 - ?7.000;10 Y?l ve Üzeri;Sanl?urfa;ev sahibi;Sigortali;0;Kullaniyor;Yeniden Yapilandirma
MUST-411628;35;erkek;evli;Tam Zamanli;ic Mimar;80.000 TL;?300.000 - ?1.000.000+;501-650 (orta);61-90 Gun Gecikme;Konut Kredisi;Yuksek;inceleniyor;?15.000 - ?30.000+;5-10 Y?l;Antalya;ev sahibi;Sigortali;3;Kullaniyor Degil;Yeniden Yapilandirma
MUST-697816;35;erkek;bekar;Yar? Zamanli;Finansal Danisman;90.000 TL;?50.000 - ?300.000;300-500 (dusuk);91-120 Gun Gecikme;Tasit Kredisi;Orta;reddedildi;?5.000 - ?15.000;0-1 Y?l;Bursa;kira;Sigortasiz;0;Kullaniyor Degil;Ek Kredi Talebi
MUST-925404;49;erkek;evli;Yar? Zamanli;Urun yoneticisi;70.000 TL;?300.000 - ?1.000.000+;751-850 (Mukemmel);1-30 Gun Gecikme;Konut Kredisi;Yuksek;onaylandi;?15.000 - ?30.000+;0-1 Y?l;Bursa;kira;Sigortasiz;1;Kullaniyor;Yeniden Yapilandirma
MUST-208201;36;kadin;bekar;Yar? Zamanli;E-ticaret Yoneticisi;70.000 TL;?300.000 - ?1.000.000+;501-650 (orta);61-90 Gun Gecikme;Konut Kredisi;Yuksek;inceleniyor;?15.000 - ?30.000+;0-1 Y?l;Trabzon;ev sahibi;Sigortali;0;Kullaniyor Degil;?lk Basvuru
MUST-439392;44;kadin;bekar;Yar? Zamanli;Finansal Danisman;70.000 TL;?100.000 - ?1.000.000+;501-650 (orta);61-90 Gun Gecikme;Ticari Kredi;Yuksek;inceleniyor;?10.000 - ?25.000+;1-3 Y?l;Bursa;kira;Sigortasiz;0;Kullaniyor Degil;?lk Basvuru
MUST-313387;42;kadin;bekar;Tam Zamanli;Egitmen/Koc (Kisisel Gelisim Kocu);90.000 TL;?10.000 - ?50.000;300-500 (dusuk);91-120 Gun Gecikme;Kredi Karti;Orta;reddedildi;?500 - ?3.000;10 Y?l ve Üzeri;Eskisehir;ev sahibi;Sigortali;0;Kullaniyor;?lk Basvuru
MUST-439330;35;erkek;bekar;Yar? Zamanli;urun Yoneticisi;70.000 TL;?300.000 - ?1.000.000+;300-500 (dusuk);120 Gun ve uzeri Gecikme;Konut Kredisi;Yuksek;reddedildi;?15.000 - ?30.000+;1-3 Y?l;Kayseri;ev sahibi;Sigortasiz;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-755570;41;erkek;bekar;Yar? Zamanli;Proje Yoneticisi;70.000 TL;?50.000 - ?300.000;501-650 (orta);31-60 Gun Gecikme;Tasit Kredisi;Orta;inceleniyor;?5.000 - ?15.000;3-5 Y?l;Sanl?urfa;ev sahibi;Sigortasiz;0;Kullaniyor;?lk Basvuru
MUST-518896;42;erkek;evli;Tam Zamanli;Web Gelistirici;60.000 TL;?10.000 - ?150.000;751-850 (Mukemmel);Hic Gecikme;ihtiyac Kredisi;Dusuk;onaylandi;?1.000 - ?5.000;0-1 Y?l;Kayseri;kira;Sigortasiz;3;Kullaniyor;?lk Basvuru
MUST-615805;36;erkek;evli;Tam Zamanli;Makine Mühendisi;50.000 TL;?100.000 - ?1.000.000+;300-500 (dusuk);91-120 Gun Gecikme;Ticari Kredi;Yuksek;reddedildi;?10.000 - ?25.000+;10 Y?l ve Üzeri;Manisa;ev sahibi;Sigortali;1;Kullaniyor;Yeniden Yapilandirma
MUST-450852;41;kadin;bekar;Tam Zamanli;Pazarlama Uzman?;90.000 TL;?50.000 - ?300.000;751-850 (Mukemmel);1-30 Gun Gecikme;Tasit Kredisi;Orta;onaylandi;?5.000 - ?15.000;1-3 Y?l;Bursa;ev sahibi;Sigortasiz;0;Kullaniyor;Ek Kredi Talebi
MUST-687479;50;kadin;evli;Yar? Zamanli;Siber Guvenlik Uzman?;50.000 TL;?300.000 - ?1.000.000+;751-850 (Mukemmel);1-30 Gun Gecikme;Konut Kredisi;Yuksek;onaylandi;?15.000 - ?30.000+;0-1 Y?l;Eskisehir;kira;Sigortali;2;Kullaniyor Degil;?lk Basvuru
MUST-691243;50;erkek;evli;Yar? Zamanli;icerik ureticisi;50.000 TL;?300.000 - ?1.000.000+;300-500 (dusuk);91-120 Gun Gecikme;Konut Kredisi;Yuksek;reddedildi;?15.000 - ?30.000+;5-10 Y?l;Sanl?urfa;kira;Sigortali;3;Kullaniyor Degil;Yeniden Yapilandirma
MUST-435112;37;erkek;evli;Yar? Zamanli;?s Analisti;80.000 TL;?10.000 - ?150.000;751-850 (Mukemmel);Hic Gecikme;ihtiyac Kredisi;Dusuk;onaylandi;?1.000 - ?5.000;0-1 Y?l;Ankara;kira;Sigortali;3;Kullaniyor Degil;Yeniden Yapilandirma
MUST-405238;46;kadin;evli;Tam Zamanli;Sosyal Medya Yöneticisi;80.000 TL;?300.000 - ?1.000.000+;501-650 (orta);31-60 Gun Gecikme;Konut Kredisi;Yuksek;inceleniyor;?15.000 - ?30.000+;3-5 Y?l;Adana;kira;Sigortasiz;2;Kullaniyor;Yeniden Yapilandirma
MUST-264768;42;kadin;evli;Tam Zamanli;Siber Guvenlik Uzman?;50.000 TL;?10.000 - ?150.000;751-850 (Mukemmel);Hic Gecikme;ihtiyac Kredisi;Dusuk;onaylandi;?1.000 - ?5.000;0-1 Y?l;Istanbul;kira;Sigortasiz;3;Kullaniyor Degil;Yeniden Yapilandirma
MUST-497449;48;erkek;evli;Yar? Zamanli;Proje Yoneticisi;80.000 TL;?300.000 - ?1.000.000+;751-850 (Mukemmel);Hic Gecikme;Konut Kredisi;Yuksek;onaylandi;?15.000 - ?30.000+;0-1 Y?l;Bursa;ev sahibi;Sigortasiz;4;Kullaniyor;Yeniden Yapilandirma
MUST-791129;39;erkek;evli;Yar? Zamanli;Yazilim Mühendisi;80.000 TL;?10.000 - ?50.000;501-650 (orta);61-90 Gun Gecikme;Kredi Karti;Orta;inceleniyor;?500 - ?3.000;3-5 Y?l;Istanbul;ev sahibi;Sigortali;2;Kullaniyor Degil;?lk Basvuru
MUST-536184;44;kadin;bekar;Yar? Zamanli;Arastirma Gorevlisi;60.000 TL;?20.000 - ?100.000;501-650 (orta);61-90 Gun Gecikme;Egitim Kredisi;Orta;inceleniyor;?2.000 - ?7.000;5-10 Y?l;Mersin;kira;Sigortasiz;0;Kullaniyor;Yeniden Yapilandirma
MUST-722102;48;erkek;evli;Yar? Zamanli;Siber Guvenlik Uzman?;60.000 TL;?300.000 - ?1.000.000+;501-650 (orta);61-90 Gun Gecikme;Konut Kredisi;Yuksek;inceleniyor;?15.000 - ?30.000+;1-3 Y?l;Sanl?urfa;kira;Sigortasiz;5;Kullaniyor Degil;?lk Basvuru
MUST-424198;39;erkek;bekar;Yar? Zamanli;Saglik Yonetimi Uzmani;90.000 TL;?10.000 - ?50.000;751-850 (Mukemmel);1-30 Gun Gecikme;Kredi Karti;Orta;onaylandi;?500 - ?3.000;10 Y?l ve Üzeri;Istanbul;ev sahibi;Sigortali;0;Kullaniyor Degil;Ek Kredi Talebi
MUST-471826;41;kadin;bekar;Tam Zamanli;Dijital Pazarlama Uzmani;60.000 TL;?20.000 - ?100.000;501-650 (orta);61-90 Gun Gecikme;Egitim Kredisi;Orta;inceleniyor;?2.000 - ?7.000;10 Y?l ve Üzeri;Kayseri;kira;Sigortali;0;Kullaniyor;Yeniden Yapilandirma
MUST-101130;48;erkek;evli;Tam Zamanli;Hekim (Doktor);90.000 TL;?10.000 - ?150.000;751-850 (Mukemmel);1-30 Gun Gecikme;ihtiyac Kredisi;Dusuk;onaylandi;?1.000 - ?5.000;3-5 Y?l;Manisa;ev sahibi;Sigortasiz;1;Kullaniyor;Ek Kredi Talebi
MUST-467463;40;kadin;bekar;Tam Zamanli;Hekim (Doktor);70.000 TL;?10.000 - ?50.000;300-500 (dusuk);91-120 Gun Gecikme;Kredi Karti;Orta;reddedildi;?500 - ?3.000;0-1 Y?l;Antalya;ev sahibi;Sigortasiz;0;Kullaniyor Degil;Ek Kredi Talebi
MUST-220820;44;erkek;evli;Tam Zamanli;?s Analisti;90.000 TL;?100.000 - ?1.000.000+;300-500 (dusuk);120 Gun ve uzeri Gecikme;Ticari Kredi;Yuksek;reddedildi;?10.000 - ?25.000+;5-10 Y?l;Ankara;ev sahibi;Sigortasiz;5;Kullaniyor;Yeniden Yapilandirma
MUST-144908;49;erkek;bekar;Tam Zamanli;Dijital Pazarlama Uzmani;80.000 TL;?10.000 - ?50.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;Kredi Karti;Orta;reddedildi;?500 - ?3.000;1-3 Y?l;Sanl?urfa;ev sahibi;Sigortali;0;Kullaniyor Degil;?lk Basvuru
MUST-188655;38;erkek;evli;Tam Zamanli;Elektrik Muhendisi;60.000 TL;?20.000 - ?100.000;501-650 (orta);61-90 Gun Gecikme;Egitim Kredisi;Orta;inceleniyor;?2.000 - ?7.000;3-5 Y?l;Eskisehir;ev sahibi;Sigortasiz;1;Kullaniyor Degil;?lk Basvuru
MUST-648151;37;kadin;evli;Yar? Zamanli;Proje Yoneticisi;70.000 TL;?10.000 - ?150.000;751-850 (Mukemmel);1-30 Gun Gecikme;ihtiyac Kredisi;Dusuk;onaylandi;?1.000 - ?5.000;1-3 Y?l;Eskisehir;ev sahibi;Sigortasiz;2;Kullaniyor;Ek Kredi Talebi
MUST-597882;38;erkek;bekar;Tam Zamanli;Yazilim Geli?tirici;90.000 TL;?300.000 - ?1.000.000+;300-500 (dusuk);120 Gun ve uzeri Gecikme;Konut Kredisi;Yuksek;reddedildi;?15.000 - ?30.000+;5-10 Y?l;Mersin;ev sahibi;Sigortali;0;Kullaniyor;?lk Basvuru
MUST-944007;41;kadin;evli;Yar? Zamanli;Finansal Danisman;50.000 TL;?10.000 - ?150.000;300-500 (dusuk);91-120 Gun Gecikme;ihtiyac Kredisi;Dusuk;reddedildi;?1.000 - ?5.000;1-3 Y?l;Istanbul;ev sahibi;Sigortali;1;Kullaniyor;Yeniden Yapilandirma
MUST-735367;49;erkek;bekar;Yar? Zamanli;Klinik Psikolog;60.000 TL;?20.000 - ?100.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;Egitim Kredisi;Orta;reddedildi;?2.000 - ?7.000;10 Y?l ve Üzeri;Antalya;ev sahibi;Sigortali;0;Kullaniyor;Yeniden Yapilandirma
MUST-473751;37;erkek;evli;Yar? Zamanli;Arastirma Gorevlisi;80.000 TL;?50.000 - ?300.000;501-650 (orta);31-60 Gun Gecikme;Tasit Kredisi;Orta;inceleniyor;?5.000 - ?15.000;5-10 Y?l;Eskisehir;kira;Sigortasiz;4;Kullaniyor Degil;Yeniden Yapilandirma
MUST-982402;47;kadin;evli;Tam Zamanli;Arastirma Gorevlisi;50.000 TL;?50.000 - ?300.000;751-850 (Mukemmel);Hic Gecikme;Tasit Kredisi;Orta;onaylandi;?5.000 - ?15.000;0-1 Y?l;Samsun;ev sahibi;Sigortali;3;Kullaniyor;Ek Kredi Talebi
MUST-114556;35;erkek;evli;Tam Zamanli;icerik ureticisi;90.000 TL;?20.000 - ?100.000;300-500 (dusuk);91-120 Gun Gecikme;Egitim Kredisi;Orta;reddedildi;?2.000 - ?7.000;5-10 Y?l;Istanbul;ev sahibi;Sigortasiz;3;Kullaniyor Degil;?lk Basvuru
MUST-732402;38;erkek;bekar;Yar? Zamanli;Egitmen/Koc (Kisisel Gelisim Kocu);60.000 TL;?300.000 - ?1.000.000+;751-850 (Mukemmel);1-30 Gun Gecikme;Konut Kredisi;Yuksek;onaylandi;?15.000 - ?30.000+;3-5 Y?l;Sanl?urfa;ev sahibi;Sigortali;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-583864;48;erkek;bekar;Yar? Zamanli;urun Yoneticisi;80.000 TL;?300.000 - ?1.000.000+;300-500 (dusuk);120 Gun ve uzeri Gecikme;Konut Kredisi;Yuksek;reddedildi;?15.000 - ?30.000+;3-5 Y?l;Bursa;kira;Sigortasiz;0;Kullaniyor;?lk Basvuru
MUST-191927;39;erkek;bekar;Tam Zamanli;?s Zekasi (Business Intelligence) Analisti;60.000 TL;?300.000 - ?1.000.000+;751-850 (Mukemmel);1-30 Gun Gecikme;Konut Kredisi;Yuksek;onaylandi;?15.000 - ?30.000+;0-1 Y?l;Istanbul;kira;Sigortasiz;0;Kullaniyor Degil;Ek Kredi Talebi
MUST-433414;43;kadin;evli;Yar? Zamanli;Pazarlama Uzman?;80.000 TL;?20.000 - ?100.000;501-650 (orta);61-90 Gun Gecikme;Egitim Kredisi;Orta;inceleniyor;?2.000 - ?7.000;3-5 Y?l;Trabzon;kira;Sigortali;3;Kullaniyor;Yeniden Yapilandirma
MUST-155105;36;kadin;bekar;Yar? Zamanli;ic Mimar;80.000 TL;?50.000 - ?300.000;751-850 (Mukemmel);1-30 Gun Gecikme;Tasit Kredisi;Orta;onaylandi;?5.000 - ?15.000;1-3 Y?l;Adana;ev sahibi;Sigortali;0;Kullaniyor;Yeniden Yapilandirma
MUST-406517;40;erkek;bekar;Yar? Zamanli;Dijital Pazarlama Uzmani;60.000 TL;?20.000 - ?100.000;751-850 (Mukemmel);1-30 Gun Gecikme;Egitim Kredisi;Orta;onaylandi;?2.000 - ?7.000;10 Y?l ve Üzeri;Kayseri;kira;Sigortali;0;Kullaniyor;?lk Basvuru
MUST-378089;49;erkek;bekar;Tam Zamanli;Elektrik Muhendisi;80.000 TL;?50.000 - ?300.000;501-650 (orta);61-90 Gun Gecikme;Tasit Kredisi;Orta;inceleniyor;?5.000 - ?15.000;10 Y?l ve Üzeri;Istanbul;kira;Sigortasiz;0;Kullaniyor;Yeniden Yapilandirma
MUST-783255;35;erkek;evli;Yar? Zamanli;Siber Guvenlik Uzman?;80.000 TL;?50.000 - ?300.000;501-650 (orta);61-90 Gun Gecikme;Tasit Kredisi;Orta;inceleniyor;?5.000 - ?15.000;3-5 Y?l;Antalya;ev sahibi;Sigortali;2;Kullaniyor Degil;Ek Kredi Talebi
MUST-705480;35;kadin;bekar;Yar? Zamanli;E-ticaret Yoneticisi;60.000 TL;?10.000 - ?50.000;751-850 (Mukemmel);Hic Gecikme;Kredi Karti;Orta;onaylandi;?500 - ?3.000;5-10 Y?l;Samsun;ev sahibi;Sigortali;0;Kullaniyor;Yeniden Yapilandirma
MUST-556223;37;kadin;bekar;Tam Zamanli;E-ticaret Yoneticisi;90.000 TL;?50.000 - ?300.000;501-650 (orta);61-90 Gun Gecikme;Tasit Kredisi;Orta;inceleniyor;?5.000 - ?15.000;1-3 Y?l;Izmir;kira;Sigortali;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-375564;49;kadin;bekar;Tam Zamanli;Web Gelistirici;60.000 TL;?10.000 - ?150.000;501-650 (orta);61-90 Gun Gecikme;ihtiyac Kredisi;Dusuk;inceleniyor;?1.000 - ?5.000;5-10 Y?l;Manisa;ev sahibi;Sigortasiz;0;Kullaniyor;Ek Kredi Talebi
MUST-737775;40;erkek;evli;Yar? Zamanli;Finansal Danisman;70.000 TL;?100.000 - ?1.000.000+;751-850 (Mukemmel);Hic Gecikme;Ticari Kredi;Yuksek;onaylandi;?10.000 - ?25.000+;1-3 Y?l;Bursa;ev sahibi;Sigortasiz;4;Kullaniyor;?lk Basvuru
MUST-843041;35;kadin;bekar;Yar? Zamanli;Makine Mühendisi;60.000 TL;?50.000 - ?300.000;751-850 (Mukemmel);1-30 Gun Gecikme;Tasit Kredisi;Orta;onaylandi;?5.000 - ?15.000;3-5 Y?l;Samsun;kira;Sigortasiz;0;Kullaniyor;Ek Kredi Talebi
MUST-528848;41;kadin;bekar;Yar? Zamanli;Grafik Tasarimci;60.000 TL;?10.000 - ?50.000;751-850 (Mukemmel);Hic Gecikme;Kredi Karti;Orta;onaylandi;?500 - ?3.000;0-1 Y?l;Izmir;ev sahibi;Sigortasiz;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-975771;45;kadin;bekar;Yar? Zamanli;Kendi isini Yapan (Girisimci);60.000 TL;?50.000 - ?300.000;501-650 (orta);61-90 Gun Gecikme;Tasit Kredisi;Orta;inceleniyor;?5.000 - ?15.000;1-3 Y?l;Sanl?urfa;ev sahibi;Sigortali;0;Kullaniyor Degil;Ek Kredi Talebi
MUST-565173;42;erkek;bekar;Tam Zamanli;Urun yoneticisi;50.000 TL;?20.000 - ?100.000;300-500 (dusuk);91-120 Gun Gecikme;Egitim Kredisi;Orta;reddedildi;?2.000 - ?7.000;5-10 Y?l;Istanbul;ev sahibi;Sigortasiz;0;Kullaniyor Degil;Ek Kredi Talebi
MUST-366559;43;kadin;bekar;Yar? Zamanli;Veri Analisti;70.000 TL;?10.000 - ?150.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;ihtiyac Kredisi;Dusuk;reddedildi;?1.000 - ?5.000;5-10 Y?l;Trabzon;kira;Sigortasiz;0;Kullaniyor Degil;?lk Basvuru
MUST-454880;43;erkek;evli;Tam Zamanli;Finansal Danisman;90.000 TL;?50.000 - ?300.000;501-650 (orta);31-60 Gun Gecikme;Tasit Kredisi;Orta;inceleniyor;?5.000 - ?15.000;10 Y?l ve Üzeri;Kayseri;kira;Sigortasiz;2;Kullaniyor;Yeniden Yapilandirma
MUST-362285;45;kadin;evli;Tam Zamanli;Kendi isini Yapan (Girisimci);90.000 TL;?50.000 - ?300.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;Tasit Kredisi;Orta;reddedildi;?5.000 - ?15.000;0-1 Y?l;Sanl?urfa;kira;Sigortasiz;2;Kullaniyor Degil;Ek Kredi Talebi
MUST-219041;43;erkek;bekar;Tam Zamanli;Yazilim Geli?tirici;90.000 TL;?20.000 - ?100.000;751-850 (Mukemmel);1-30 Gun Gecikme;Egitim Kredisi;Orta;onaylandi;?2.000 - ?7.000;10 Y?l ve Üzeri;Samsun;ev sahibi;Sigortasiz;0;Kullaniyor;?lk Basvuru
MUST-635059;35;kadin;evli;Tam Zamanli;Web Gelistirici;70.000 TL;?20.000 - ?100.000;501-650 (orta);61-90 Gun Gecikme;Egitim Kredisi;Orta;inceleniyor;?2.000 - ?7.000;5-10 Y?l;Antalya;ev sahibi;Sigortasiz;2;Kullaniyor;?lk Basvuru
MUST-270195;48;kadin;bekar;Yar? Zamanli;Saglik Yonetimi Uzmani;50.000 TL;?10.000 - ?150.000;751-850 (Mukemmel);1-30 Gun Gecikme;ihtiyac Kredisi;Dusuk;onaylandi;?1.000 - ?5.000;0-1 Y?l;Kayseri;ev sahibi;Sigortasiz;0;Kullaniyor;?lk Basvuru
MUST-684297;39;kadin;evli;Tam Zamanli;Finansal Analist;50.000 TL;?20.000 - ?100.000;501-650 (orta);61-90 Gun Gecikme;Egitim Kredisi;Orta;inceleniyor;?2.000 - ?7.000;3-5 Y?l;Kayseri;kira;Sigortali;1;Kullaniyor;?lk Basvuru
MUST-248754;35;kadin;bekar;Yar? Zamanli;Finansal Danisman;80.000 TL;?20.000 - ?100.000;751-850 (Mukemmel);1-30 Gun Gecikme;Egitim Kredisi;Orta;onaylandi;?2.000 - ?7.000;3-5 Y?l;Trabzon;ev sahibi;Sigortasiz;0;Kullaniyor Degil;?lk Basvuru
MUST-154321;43;erkek;bekar;Tam Zamanli;?s Zekasi (Business Intelligence) Analisti;50.000 TL;?20.000 - ?100.000;751-850 (Mukemmel);Hic Gecikme;Egitim Kredisi;Orta;onaylandi;?2.000 - ?7.000;3-5 Y?l;Istanbul;kira;Sigortali;0;Kullaniyor;Ek Kredi Talebi
MUST-607723;36;erkek;evli;Tam Zamanli;Dijital Pazarlama Uzmani;70.000 TL;?10.000 - ?150.000;751-850 (Mukemmel);Hic Gecikme;ihtiyac Kredisi;Dusuk;onaylandi;?1.000 - ?5.000;5-10 Y?l;Bursa;ev sahibi;Sigortali;5;Kullaniyor Degil;?lk Basvuru
MUST-205241;37;kadin;evli;Tam Zamanli;Pazarlama Muduru;90.000 TL;?100.000 - ?1.000.000+;751-850 (Mukemmel);1-30 Gun Gecikme;Ticari Kredi;Yuksek;onaylandi;?10.000 - ?25.000+;0-1 Y?l;Antalya;kira;Sigortali;1;Kullaniyor;Yeniden Yapilandirma
MUST-290922;47;erkek;bekar;Tam Zamanli;Mudur (Yonetici);80.000 TL;?100.000 - ?1.000.000+;300-500 (dusuk);91-120 Gun Gecikme;Ticari Kredi;Yuksek;reddedildi;?10.000 - ?25.000+;0-1 Y?l;Antalya;kira;Sigortali;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-825143;37;kadin;bekar;Tam Zamanli;Dijital Pazarlama Uzmani;80.000 TL;?300.000 - ?1.000.000+;751-850 (Mukemmel);Hic Gecikme;Konut Kredisi;Yuksek;onaylandi;?15.000 - ?30.000+;0-1 Y?l;Bursa;kira;Sigortasiz;0;Kullaniyor;?lk Basvuru
MUST-376255;37;kadin;bekar;Yar? Zamanli;Siber Guvenlik Uzman?;50.000 TL;?10.000 - ?50.000;501-650 (orta);31-60 Gun Gecikme;Kredi Karti;Orta;inceleniyor;?500 - ?3.000;3-5 Y?l;Samsun;kira;Sigortali;0;Kullaniyor Degil;?lk Basvuru
MUST-104822;37;kadin;evli;Tam Zamanli;Pazarlama Uzman?;50.000 TL;?20.000 - ?100.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;Egitim Kredisi;Orta;reddedildi;?2.000 - ?7.000;0-1 Y?l;Konya;ev sahibi;Sigortali;3;Kullaniyor Degil;?lk Basvuru
MUST-356001;43;erkek;evli;Yar? Zamanli;?s Analisti;50.000 TL;?10.000 - ?150.000;751-850 (Mukemmel);Hic Gecikme;ihtiyac Kredisi;Dusuk;onaylandi;?1.000 - ?5.000;3-5 Y?l;Sanl?urfa;ev sahibi;Sigortasiz;1;Kullaniyor;Yeniden Yapilandirma
